hours,Price,Price,,,,
6714,114.725,113.715,,,,
6715,93.25,91.95,,,,
6716,84.66,85.26,,,,
6717,74.025,75.56,,,,
6718,62.845,86.33,,,,
6719,61.395,75.8,,,,
6720,57.845,71.56,,,,
6721,53.68,65.425,,,,
6722,54.28,62.19,,,,
6723,61.025,69.245,,,,
6724,80.29,84.5,,,,
6725,106.9,103.305,,,,
6726,117.67,106.04,,,,
6727,106.635,95,,,,
6728,88.81,83.635,,,,
6729,82.78,74.99,,,,
6730,72.215,68.535,,,,
6731,69.265,63.06,,,,
6732,76.205,65.205,,,,
6733,70.425,74.165,,,,
6734,98.495,87.535,,,,
6735,120.99,111.14,,,,
6736,208.435,138.16,,,,
6737,219.53,158.345,,,,
6738,155.965,120.54,,,,
6739,116.385,102.55,,,,
6740,107.165,93.14,,,,
6741,95.91,79.935,,,,
6742,86.36,73.735,,,,
6743,81.3,69.75,,,,
6744,79.065,65.825,,,,
6745,76.185,61.85,,,,
6746,74.97,61.925,,,,
6747,82.81,67.01,,,,
6748,107.095,87.185,,,,
6749,140.66,105.34,,,,
6750,143.875,114.055,,,,
6751,110.6,104.22,,,,
6752,97.15,88.855,,,,
6753,88.685,80.32,,,,
6754,80.53,77.27,,,,
6755,75.15,77.12,,,,
6756,76.895,82.945,,,,
6757,75.89,82.335,,,,
6758,86.26,101.6,,,,
6759,106.945,120.79,,,,
6760,136.425,158.61,,,,
6761,148.995,175.435,,,,
6762,106.905,150.95,,,,
6763,90.6,116.38,,,,
6764,85.225,108.97,,,,
6765,65.835,96.1,,,,
6766,59.555,87,,,,
6767,38.325,72.995,,,,
6768,27.515,69.45,,,,
6769,23.18,67.43,,,,
6770,24.425,61.835,,,,
6771,31.02,69.005,,,,
6772,78.355,92.42,,,,
6773,113.005,129.805,,,,
6774,117.86,129.105,,,,
6775,99.38,99.8,,,,
6776,62.86,82.99,,,,
6777,28.165,71.44,,,,
6778,27.995,58.22,,,,
6779,29.47,47.635,,,,
6780,34.22,49.005,,,,
6781,42.665,56.31,,,,
6782,77.71,72.3,,,,
6783,108.165,94.895,,,,
6784,128.12,119.375,,,,
6785,140.585,142.83,,,,
6786,129.7,112.29,,,,
6787,110,88.355,,,,
6788,105.45,91.925,,,,
6789,97.83,77.17,,,,
6790,99.38,73.325,,,,
6791,84.05,52.25,,,,
6792,88.56,42.505,,,,
6793,75.17,33.985,,,,
6794,57.67,34.57,,,,
6795,68.195,43.68,,,,
6796,91.32,89.395,,,,
6797,109.145,133.77,,,,
6798,114.425,145.06,,,,
6799,118.39,110.885,,,,
6800,91.865,74.79,,,,
6801,81.965,36.7,,,,
6802,66.485,30.825,,,,
6803,60.115,28.555,,,,
6804,64.195,29.76,,,,
6805,79.185,33.51,,,,
6806,90.79,72.885,,,,
6807,117.595,105.465,,,,
6808,140.095,143.295,,,,
6809,183.515,162.025,,,,
6810,135.805,131,,,,
6811,109.885,109.945,,,,
6812,109.38,106.48,,,,
6813,98.02,103.08,,,,
6814,103.945,109.985,,,,
6815,97.45,103.02,,,,
6816,93.165,109.33,,,,
6817,84.655,98.23,,,,
6818,84.52,83.425,,,,
6819,83.02,88.75,,,,
6820,102.075,99.065,,,,
6821,140.585,119.495,,,,
6822,150.205,135.195,,,,
6823,121.03,144.59,,,,
6824,94.5,128.765,,,,
6825,72.185,107.45,,,,
6826,48.05,89.335,,,,
6827,32.235,74.305,,,,
6828,31.935,65.86,,,,
6829,35.6,83.175,,,,
6830,47.76,96.525,,,,
6831,78.35,114.92,,,,
6832,119.13,126.53,,,,
6833,136.025,150.265,,,,
6834,97,106.095,,,,
6835,53.895,87.39,,,,
6836,50.105,79.185,,,,
6837,44.595,67.605,,,,
6838,45.56,61.995,,,,
6839,40.38,57.495,,,,
6840,39.82,53.535,,,,
6841,40.215,50.515,,,,
6842,38.21,49.695,,,,
6843,36.815,42.83,,,,
6844,35.665,52.095,,,,
6845,53.625,71.24,,,,
6846,78.105,81.44,,,,
6847,75.98,70.95,,,,
6848,64.815,49.5,,,,
6849,44.945,31.01,,,,
6850,32.345,12.195,,,,
6851,20.85,-1.37,,,,
6852,10.615,0.65,,,,
6853,23.135,5.76,,,,
6854,35.035,20.155,,,,
6855,76.34,82.55,,,,
6856,101.385,99.325,,,,
6857,122.72,115.985,,,,
6858,120.235,91.035,,,,
6859,86.71,53.95,,,,
6860,76.335,47.105,,,,
6861,68.185,44.595,,,,
6862,34.5,51.955,,,,
6863,16.995,43.665,,,,
6864,2.88,48.55,,,,
6865,4.37,46.485,,,,
6866,2.625,35.305,,,,
6867,3.79,30.465,,,,
6868,2.89,49.22,,,,
6869,24.275,66.09,,,,
6870,43.5,93.665,,,,
6871,43.925,78.82,,,,
6872,20.555,53.41,,,,
6873,-5.505,47.76,,,,
6874,-7.225,44.33,,,,
6875,-5.535,41.19,,,,
6876,-5.055,36.025,,,,
6877,6.07,44.12,,,,
6878,31.89,53.195,,,,
6879,113.3,113.32,,,,
6880,139.785,185,,,,
6881,159.8,214.635,,,,
6882,151.035,168.945,,,,
6883,122.45,120.82,,,,
6884,115.4,108.73,,,,
6885,112.8,102.9,,,,
6886,112.1,79.7,,,,
6887,103.25,60.04,,,,
6888,104.35,47.295,,,,
6889,102.05,46.575,,,,
6890,89.5,42.85,,,,
6891,86.1,47.335,,,,
6892,119.15,57.845,,,,
6893,144.95,111.385,,,,
6894,178.56,120.085,,,,
6895,144.94,94.27,,,,
6896,135.495,66.925,,,,
6897,107.915,41.02,,,,
6898,102.66,37.04,,,,
6899,95.63,35.065,,,,
6900,91.825,31.465,,,,
6901,102.535,41.115,,,,
6902,122.375,59.985,,,,
6903,164.37,113.885,,,,
6904,232.2,146.505,,,,
6905,251.635,144.58,,,,
6906,159.32,135.45,,,,
6907,129.54,105.72,,,,
6908,117.43,98.02,,,,
6909,107.01,88.865,,,,
6910,108.99,72.87,,,,
6911,100.06,64.7,,,,
6912,98.58,58,,,,
6913,95.305,56.855,,,,
6914,92.69,54.93,,,,
6915,100.425,58.595,,,,
6916,121.45,90.46,,,,
6917,168.86,110.435,,,,
6918,179.23,142.05,,,,
6919,134.995,109.295,,,,
6920,113.86,97.335,,,,
6921,98.36,67.23,,,,
6922,92.04,58.925,,,,
6923,79.885,54.15,,,,
6924,75.505,56.745,,,,
6925,87.31,65.465,,,,
6926,102.665,95.48,,,,
6927,128.03,135.065,,,,
6928,145.99,160.2,,,,
6929,131.61,172,,,,
6930,102.69,119.69,,,,
6931,93.08,106.22,,,,
6932,83.86,85.17,,,,
6933,68.635,72.88,,,,
6934,50.86,72.31,,,,
6935,38.075,63.095,,,,
6936,31.515,59.44,,,,
6937,26.585,56.09,,,,
6938,22.7,57.725,,,,
6939,27.805,71.41,,,,
6940,64.005,101.11,,,,
6941,90.39,130.36,,,,
6942,114.275,144.565,,,,
6943,86.71,131.775,,,,
6944,58.335,118.445,,,,
6945,45.54,105.835,,,,
6946,37.09,100.805,,,,
6947,33.02,91.655,,,,
6948,34.935,86.79,,,,
6949,40.455,96.925,,,,
6950,63.45,107.5,,,,
6951,101.225,132.295,,,,
6952,105.75,170.56,,,,
6953,105.39,166.345,,,,
6954,87.795,122.99,,,,
6955,76.27,109.86,,,,
6956,50.465,102.74,,,,
6957,30.67,91.77,,,,
6958,11.105,81.725,,,,
6959,4.225,74.635,,,,
6960,3.04,73.72,,,,
6961,2.805,66.12,,,,
6962,3.72,64.755,,,,
6963,22.12,67.735,,,,
6964,74.64,93.615,,,,
6965,101.03,132.97,,,,
6966,112.095,153.06,,,,
6967,115.55,118.62,,,,
6968,112.805,96.72,,,,
6969,112.035,83.44,,,,
6970,110.725,80.21,,,,
6971,108.35,75.1,,,,
6972,106.47,78.2,,,,
6973,108.62,76.765,,,,
6974,111,89.095,,,,
6975,136.31,118.11,,,,
6976,170.66,143.25,,,,
6977,163,124.815,,,,
6978,117.15,100.05,,,,
6979,99.95,91.3,,,,
6980,101.5,81.46,,,,
6981,91.8,60.77,,,,
6982,82.43,48.13,,,,
6983,73.37,44.185,,,,
6984,65.535,41.74,,,,
6985,52.935,40.54,,,,
6986,46.19,41.04,,,,
6987,59.83,49.375,,,,
6988,86.8,81.635,,,,
6989,127.39,96.835,,,,
6990,138.64,110.545,,,,
6991,121.435,109.4,,,,
6992,114.185,101.145,,,,
6993,104.14,99.05,,,,
6994,101.065,95.725,,,,
6995,100.15,91.075,,,,
6996,97.115,90.67,,,,
6997,92.57,98.045,,,,
6998,101.475,111,,,,
6999,128.235,127.375,,,,
7000,158.485,146.565,,,,
7001,143.725,136,,,,
7002,110.375,106.125,,,,
7003,95.97,94.25,,,,
7004,94.065,94.705,,,,
7005,77.37,84.265,,,,
7006,72.095,65.815,,,,
7007,64.67,57.86,,,,
7008,63.81,47.97,,,,
7009,57.85,39.55,,,,
7010,62.555,32.5,,,,
7011,59.5,47.81,,,,
7012,62.415,66.485,,,,
7013,77.19,90.68,,,,
7014,86.705,92.705,,,,
7015,75.4,84.56,,,,
7016,61.71,65.645,,,,
7017,51.565,59.2,,,,
7018,43.4,55.9,,,,
7019,35.075,56.56,,,,
7020,37.105,50.845,,,,
7021,51.05,49.17,,,,
7022,78.795,52.33,,,,
7023,99.84,89.175,,,,
7024,123.975,97.985,,,,
7025,115.875,96.02,,,,
7026,92.725,76.295,,,,
7027,70.625,58.3,,,,
7028,66.17,51.83,,,,
7029,56.74,35.01,,,,
7030,46.705,26.5,,,,
7031,42.63,18.585,,,,
7032,36.585,19.8,,,,
7033,35.77,17.27,,,,
7034,38.97,20.23,,,,
7035,48.665,19.485,,,,
7036,45.105,51.79,,,,
7037,65.72,83.98,,,,
7038,60.345,97.53,,,,
7039,54.63,81.45,,,,
7040,29.155,67.915,,,,
7041,24.46,58.005,,,,
7042,22.495,50.4,,,,
7043,14.105,46.575,,,,
7044,14.415,48.2,,,,
7045,25.77,61.235,,,,
7046,40.465,89.08,,,,
7047,92.5,111.445,,,,
7048,104.95,163.485,,,,
7049,98.69,151.55,,,,
7050,87.49,109.09,,,,
7051,67.095,76.605,,,,
7052,57.42,73.36,,,,
7053,51.555,66.56,,,,
7054,57.46,64.395,,,,
7055,50.45,58.7,,,,
7056,50.57,51.46,,,,
7057,50.07,49.615,,,,
7058,49.47,50.685,,,,
7059,54.715,60.16,,,,
7060,98.745,64.2,,,,
7061,138.865,104.1,,,,
7062,159.37,108.95,,,,
7063,127.855,89.135,,,,
7064,109.535,75.365,,,,
7065,96.97,68.685,,,,
7066,91.13,61.3,,,,
7067,93.185,50.035,,,,
7068,95.095,51.385,,,,
7069,110.445,66.67,,,,
7070,124.505,89.52,,,,
7071,138.645,118.45,,,,
7072,185.415,144.91,,,,
7073,171.525,154.13,,,,
7074,126.44,127.085,,,,
7075,102.19,106.03,,,,
7076,102.895,98.955,,,,
7077,92.865,94.72,,,,
7078,95.375,98.09,,,,
7079,92.125,92.39,,,,
7080,89.435,92.405,,,,
7081,86.53,93.015,,,,
7082,86.645,91.315,,,,
7083,90.225,98.31,,,,
7084,99.63,120.125,,,,
7085,134.835,155.545,,,,
7086,146.66,180.4,,,,
7087,124.86,139.75,,,,
7088,113.58,115.135,,,,
7089,106.765,100.135,,,,
7090,98.3,92.31,,,,
7091,91.71,90.145,,,,
7092,88.915,91.21,,,,
7093,90.95,104.635,,,,
7094,106.505,114.905,,,,
7095,122.695,143.61,,,,
7096,144.91,182.02,,,,
7097,156.235,165.35,,,,
7098,123.865,118.93,,,,
7099,109.45,102.52,,,,
7100,104.915,105.465,,,,
7101,95.565,92.96,,,,
7102,90.115,94.045,,,,
7103,89.17,88.66,,,,
7104,87.265,86.32,,,,
7105,88.745,82.565,,,,
7106,90.02,83.17,,,,
7107,95.325,87.31,,,,
7108,111.84,100.735,,,,
7109,140.115,130.765,,,,
7110,156.455,147.85,,,,
7111,134.105,125.56,,,,
7112,115.885,113.34,,,,
7113,107.925,107.015,,,,
7114,99.875,99.495,,,,
7115,96.385,93.81,,,,
7116,99.945,90.515,,,,
7117,107.59,93.685,,,,
7118,120.86,108.025,,,,
7119,146.34,130.76,,,,
7120,179.545,143.135,,,,
7121,166.95,135.095,,,,
7122,125.17,115.03,,,,
7123,112.44,106.3,,,,
7124,111.495,112.78,,,,
7125,102.98,93.195,,,,
7126,95.58,90.785,,,,
7127,93.055,88.315,,,,
7128,93.55,85.345,,,,
7129,87.815,87.14,,,,
7130,88.035,90.41,,,,
7131,90.085,97.3,,,,
7132,108.835,111.195,,,,
7133,137.825,131.385,,,,
7134,154.72,146.85,,,,
7135,131.885,129.63,,,,
7136,122.34,117.355,,,,
7137,114.515,107.66,,,,
7138,105.555,98.265,,,,
7139,97.585,95.935,,,,
7140,97.365,102.185,,,,
7141,102.74,112.59,,,,
7142,116.075,127.425,,,,
7143,130.78,149.095,,,,
7144,143.71,181.57,,,,
7145,133.56,167.13,,,,
7146,113.73,129.43,,,,
7147,106.18,118.675,,,,
7148,114.26,115.775,,,,
7149,94.23,108.51,,,,
7150,93.53,107.175,,,,
7151,89.84,105.25,,,,
7152,88.475,105.85,,,,
7153,90.75,101.23,,,,
7154,95.195,99.615,,,,
7155,101.715,100.15,,,,
7156,112.915,111.29,,,,
7157,129.715,126.04,,,,
7158,148.875,135.025,,,,
7159,135.72,135.48,,,,
7160,126.455,121.685,,,,
7161,116.62,109.095,,,,
7162,102.465,98.61,,,,
7163,94.18,91.16,,,,
7164,92.94,91.15,,,,
7165,98.495,96.995,,,,
7166,111.83,110.815,,,,
7167,135.68,131.48,,,,
7168,174.655,151.35,,,,
7169,158.48,135.01,,,,
7170,121.365,115.925,,,,
7171,106.91,112.735,,,,
7172,104.18,113.58,,,,
7173,98.96,95.115,,,,
7174,97.275,98.06,,,,
7175,86.555,90.805,,,,
7176,83.645,89.745,,,,
7177,78.75,89.665,,,,
7178,78.04,93.52,,,,
7179,80.28,92.96,,,,
7180,85.04,102.05,,,,
7181,96.145,115.35,,,,
7182,107.675,121.4,,,,
7183,105.85,118.69,,,,
7184,92.005,107.245,,,,
7185,73.865,98.625,,,,
7186,61.74,84.145,,,,
7187,57.395,76.09,,,,
7188,56.96,72.99,,,,
7189,74.355,83.085,,,,
7190,91.645,107.52,,,,
7191,120.09,121.84,,,,
7192,141.825,143.575,,,,
7193,112.35,145.655,,,,
7194,90.43,125.765,,,,
7195,78.62,109.115,,,,
7196,73.965,104.13,,,,
7197,51.5,101.83,,,,
7198,48.45,93.795,,,,
7199,40.62,81.14,,,,
7200,40.15,76.985,,,,
7201,39.42,69.57,,,,
7202,39.79,68.125,,,,
7203,37.705,70.075,,,,
7204,39.93,79.47,,,,
7205,45.15,84.15,,,,
7206,43.6,100.225,,,,
7207,41.93,100.51,,,,
7208,32.955,94.965,,,,
7209,26.96,81.98,,,,
7210,20.96,75.94,,,,
7211,19.995,71.825,,,,
7212,20,73.985,,,,
7213,36.485,90.6,,,,
7214,68.35,102.42,,,,
7215,101.345,115.925,,,,
7216,128.57,136,,,,
7217,126.705,127.875,,,,
7218,102.74,112.15,,,,
7219,90.255,85.47,,,,
7220,82.83,73.865,,,,
7221,80.98,63.1,,,,
7222,70.73,53.18,,,,
7223,50.835,47.465,,,,
7224,48.755,46.885,,,,
7225,46.25,46.245,,,,
7226,44.71,45.69,,,,
7227,46.895,46.475,,,,
7228,58.695,52.605,,,,
7229,86.75,59.66,,,,
7230,108.505,72.62,,,,
7231,111.14,71.94,,,,
7232,102.96,63.13,,,,
7233,92.21,58.95,,,,
7234,95.34,55.115,,,,
7235,96.815,52.045,,,,
7236,105.685,56.73,,,,
7237,116.125,69.415,,,,
7238,128.315,96.56,,,,
7239,131.025,138.48,,,,
7240,152.92,185.48,,,,
7241,160.495,174.85,,,,
7242,147.785,135.925,,,,
7243,124.565,99.4,,,,
7244,112.39,87.085,,,,
7245,118.29,82.87,,,,
7246,107.64,68.595,,,,
7247,91.87,52.5,,,,
7248,87.45,51.715,,,,
7249,83.02,50.71,,,,
7250,78.86,50.67,,,,
7251,85.31,53.33,,,,
7252,99.655,61.57,,,,
7253,113.73,98.1,,,,
7254,138.195,117.62,,,,
7255,158.25,121.525,,,,
7256,141.605,111.45,,,,
7257,124.025,99.465,,,,
7258,111.205,100.2,,,,
7259,105.045,100.44,,,,
7260,113.555,108.385,,,,
7261,124.95,114.88,,,,
7262,140.35,129.13,,,,
7263,163.59,147.595,,,,
7264,211.44,173.42,,,,
7265,209.52,178.255,,,,
7266,174.885,154.075,,,,
7267,131.135,129.395,,,,
7268,117.91,115.32,,,,
7269,117.97,119.58,,,,
7270,102.61,111.59,,,,
7271,81.225,93.865,,,,
7272,81.305,87.455,,,,
7273,75.95,82.855,,,,
7274,70.01,78.335,,,,
7275,69.705,85.225,,,,
7276,77.27,95.74,,,,
7277,92.175,111.91,,,,
7278,103.99,131.095,,,,
7279,106.135,151.78,,,,
7280,94.565,138.45,,,,
7281,82.285,116.415,,,,
7282,76.695,103.965,,,,
7283,72.99,97.455,,,,
7284,78.575,102.6,,,,
7285,79.555,109.07,,,,
7286,91.16,115.84,,,,
7287,109.82,128.5,,,,
7288,134.355,145.55,,,,
7289,132.725,155.37,,,,
7290,115.995,142.01,,,,
7291,95.47,117.94,,,,
7292,77.795,111.46,,,,
7293,79.78,114.8,,,,
7294,68.56,104.11,,,,
7295,60.7,96.225,,,,
7296,53.575,91.655,,,,
7297,51.445,79.385,,,,
7298,49.27,68.115,,,,
7299,50.725,61.295,,,,
7300,53.54,68.35,,,,
7301,77.74,78.375,,,,
7302,103.44,90.825,,,,
7303,117.04,94.66,,,,
7304,99.075,92.115,,,,
7305,82.19,79.82,,,,
7306,79.765,74.58,,,,
7307,76.305,69.32,,,,
7308,77.925,77.5,,,,
7309,91.715,81.665,,,,
7310,116.64,91.345,,,,
7311,125.89,99.3,,,,
7312,135.34,109.555,,,,
7313,141.35,107.715,,,,
7314,115.495,96.935,,,,
7315,98.915,87.43,,,,
7316,91.495,72.415,,,,
7317,89.835,75.405,,,,
7318,79.38,69.05,,,,
7319,71.085,57.785,,,,
7320,63.735,51.4,,,,
7321,54.965,48.955,,,,
7322,46.63,46.335,,,,
7323,42.835,46.925,,,,
7324,52.815,49.31,,,,
7325,75.52,67.65,,,,
7326,96.64,87.45,,,,
7327,102.075,101.74,,,,
7328,102.295,92.795,,,,
7329,93.45,75.84,,,,
7330,87.35,76.97,,,,
7331,76.405,75.355,,,,
7332,80.425,76.635,,,,
7333,87.445,93.46,,,,
7334,94.535,120.44,,,,
7335,105.725,130.545,,,,
7336,120.75,147.285,,,,
7337,121.645,144.16,,,,
7338,105.2,116.34,,,,
7339,92.09,103.705,,,,
7340,79.945,93.48,,,,
7341,73.97,89.275,,,,
7342,69.95,78.825,,,,
7343,70.785,58.18,,,,
7344,61.71,53.88,,,,
7345,59.385,49.29,,,,
7346,54.005,45.405,,,,
7347,53.02,47.865,,,,
7348,53.08,55.255,,,,
7349,56.315,78.27,,,,
7350,62.595,93.57,,,,
7351,63.505,91.15,,,,
7352,64.1,91.305,,,,
7353,52.365,75.665,,,,
7354,52.97,66.995,,,,
7355,53.505,57.22,,,,
7356,55.055,59.695,,,,
7357,65.88,72.905,,,,
7358,79.785,81.705,,,,
7359,85.6,96.85,,,,
7360,106.09,117.19,,,,
7361,101.065,116.475,,,,
7362,93.045,105.7,,,,
7363,84.79,90.67,,,,
7364,72.53,78.51,,,,
7365,59.005,73.105,,,,
7366,53.83,62.355,,,,
7367,54.95,68.88,,,,
7368,51.44,61.01,,,,
7369,46.88,60.035,,,,
7370,44.03,55.595,,,,
7371,45.12,54.69,,,,
7372,47.45,56.44,,,,
7373,55.695,69.185,,,,
7374,75.98,82.54,,,,
7375,73.625,81.49,,,,
7376,72.245,70.065,,,,
7377,55.63,56.755,,,,
7378,51.37,49.7,,,,
7379,46.255,51.55,,,,
7380,42.465,52.67,,,,
7381,57.145,62.855,,,,
7382,72.405,84.16,,,,
7383,87.045,107,,,,
7384,99.595,164.38,,,,
7385,98.93,144.66,,,,
7386,89.555,107.265,,,,
7387,80.47,86.5,,,,
7388,76.84,72.095,,,,
7389,75.39,58.365,,,,
7390,70.3,49.885,,,,
7391,69.64,46.17,,,,
7392,60.925,50.295,,,,
7393,53.41,47.93,,,,
7394,47.98,47.14,,,,
7395,47.245,49.12,,,,
7396,57.205,52.04,,,,
7397,97.495,61.245,,,,
7398,118.105,95.545,,,,
7399,120.8,98.105,,,,
7400,103.065,84.85,,,,
7401,81.775,74.35,,,,
7402,72.175,69.365,,,,
7403,70.575,67.4,,,,
7404,75.59,62.82,,,,
7405,87.63,70.675,,,,
7406,112.815,100.575,,,,
7407,143.23,183.165,,,,
7408,203.88,273.95,,,,
7409,191.35,251.865,,,,
7410,150.5,189.77,,,,
7411,117.245,109.9,,,,
7412,108.01,90.725,,,,
7413,102.135,83.935,,,,
7414,92.36,77.96,,,,
7415,87.85,73.87,,,,
7416,85.19,65.47,,,,
7417,80.93,56.075,,,,
7418,79.655,51.305,,,,
7419,82.125,51.565,,,,
7420,89.75,54.92,,,,
7421,103.745,96.875,,,,
7422,134.46,155.995,,,,
7423,136.33,149.235,,,,
7424,122.615,113.985,,,,
7425,102.71,97.455,,,,
7426,92.155,91.135,,,,
7427,90.565,89.76,,,,
7428,94.02,95.545,,,,
7429,102.94,108.61,,,,
7430,129.13,145.35,,,,
7431,208.24,214.075,,,,
7432,305.085,344,,,,
7433,290.36,348.52,,,,
7434,226.565,236.635,,,,
7435,137.4,143.555,,,,
7436,111.44,117.445,,,,
7437,108.68,106.135,,,,
7438,104.245,100.35,,,,
7439,97.25,100.105,,,,
7440,92.805,88.745,,,,
7441,83.175,84.81,,,,
7442,80.15,82.625,,,,
7443,82.795,84.355,,,,
7444,83.96,88.505,,,,
7445,102.805,100.495,,,,
7446,161.73,151.935,,,,
7447,152.735,149.08,,,,
7448,117.85,137.325,,,,
7449,108.01,120.435,,,,
7450,100.485,108.48,,,,
7451,98.735,104.145,,,,
7452,100.195,108.005,,,,
7453,110.055,112.95,,,,
7454,147.7,143.645,,,,
7455,214.615,178.08,,,,
7456,334.57,254.16,,,,
7457,336.495,213.72,,,,
7458,227.25,151.995,,,,
7459,142.76,117.585,,,,
7460,117.985,103.45,,,,
7461,108.5,105.63,,,,
7462,105.175,99.165,,,,
7463,98.67,96.47,,,,
7464,100.07,92.82,,,,
7465,95.725,83.785,,,,
7466,93.62,80.035,,,,
7467,94.825,81.445,,,,
7468,90.95,86.32,,,,
7469,104.555,94.005,,,,
7470,145.5,116.83,,,,
7471,150.84,122.08,,,,
7472,138.825,109.96,,,,
7473,120.7,101.22,,,,
7474,111.465,94.895,,,,
7475,106.12,90.795,,,,
7476,109.77,91.545,,,,
7477,114.305,97.705,,,,
7478,147.535,114.145,,,,
7479,181.585,121.325,,,,
7480,251.51,124.11,,,,
7481,203.17,130.115,,,,
7482,141.665,124.195,,,,
7483,115.035,112.895,,,,
7484,100.96,108.305,,,,
7485,97.855,108.5,,,,
7486,87.115,102.855,,,,
7487,81.51,97.15,,,,
7488,79.405,99.495,,,,
7489,75.18,95.505,,,,
7490,71.98,93.34,,,,
7491,73.065,94.8,,,,
7492,82.305,94.45,,,,
7493,93.825,106.96,,,,
7494,116.355,114.965,,,,
7495,122.845,127.035,,,,
7496,121.28,122.3,,,,
7497,111.57,105.025,,,,
7498,104.47,100.7,,,,
7499,98.695,98.52,,,,
7500,103.405,100.16,,,,
7501,104.21,105.395,,,,
7502,117.13,118.05,,,,
7503,125.09,126.775,,,,
7504,132.115,138.34,,,,
7505,134.095,137.28,,,,
7506,125.485,125.705,,,,
7507,114.41,114.16,,,,
7508,107.355,102.98,,,,
7509,108.485,99.285,,,,
7510,98.63,92.23,,,,
7511,96.2,84.535,,,,
7512,92.925,81.005,,,,
7513,91.94,77.515,,,,
7514,89.945,73.9,,,,
7515,90.56,74.595,,,,
7516,93.02,83.435,,,,
7517,95.305,91.9,,,,
7518,98.935,104.59,,,,
7519,103.05,108.64,,,,
7520,104.745,113.64,,,,
7521,100.625,108.985,,,,
7522,98.31,104.065,,,,
7523,97.41,101.36,,,,
7524,97.9,104.115,,,,
7525,100.84,103.585,,,,
7526,111.395,116.03,,,,
7527,124.52,125.92,,,,
7528,136.39,140.335,,,,
7529,140.86,139.65,,,,
7530,131.87,130.575,,,,
7531,120.915,119.12,,,,
7532,110.27,110.19,,,,
7533,103.455,107.535,,,,
7534,98.755,100.61,,,,
7535,97.285,98.425,,,,
7536,93.82,94.635,,,,
7537,93.33,92.895,,,,
7538,91.92,89.605,,,,
7539,92.975,88.86,,,,
7540,94.105,83.72,,,,
7541,93.4,89,,,,
7542,94.865,103.455,,,,
7543,96.16,111.275,,,,
7544,100.33,107.395,,,,
7545,100.415,99.78,,,,
7546,98.375,77.235,,,,
7547,99.505,87.955,,,,
7548,99.115,94.4,,,,
7549,102.95,100.25,,,,
7550,115.885,102.735,,,,
7551,126.64,115.97,,,,
7552,143.74,136.875,,,,
7553,137.345,139.93,,,,
7554,131.785,128.08,,,,
7555,121.055,116.755,,,,
7556,111.305,106.39,,,,
7557,105.62,100.12,,,,
7558,98.02,95.87,,,,
7559,100.405,95.39,,,,
7560,95.1,93.68,,,,
7561,93.455,90.285,,,,
7562,91.625,89.075,,,,
7563,90.145,89.96,,,,
7564,85.28,95.715,,,,
7565,101.95,88.225,,,,
7566,126.56,99.39,,,,
7567,137.775,134.02,,,,
7568,122.9,111.475,,,,
7569,113.57,123.825,,,,
7570,90.46,106.07,,,,
7571,98.235,106.5,,,,
7572,101.305,118.655,,,,
7573,98.625,127.845,,,,
7574,91.365,155.19,,,,
7575,97.435,184.125,,,,
7576,118.55,217.145,,,,
7577,120.05,173.245,,,,
7578,109.645,147.17,,,,
7579,98.4,131.735,,,,
7580,86.095,118.92,,,,
7581,84.67,112.29,,,,
7582,67.17,101.675,,,,
7583,55.9,102.98,,,,
7584,51.74,98.385,,,,
7585,47.745,96.78,,,,
7586,46.915,96.455,,,,
7587,46.74,96.575,,,,
7588,52.465,101.43,,,,
7589,68.415,121.255,,,,
7590,95.765,147.49,,,,
7591,138.155,178.855,,,,
7592,109.83,169.905,,,,
7593,116.895,154.32,,,,
7594,99.17,143.23,,,,
7595,99.995,132.1,,,,
7596,111.265,127.655,,,,
7597,123.55,120.835,,,,
7598,150.3,121.1,,,,
7599,172.325,124.13,,,,
7600,212.565,134.425,,,,
7601,171.015,135.5,,,,
7602,142.655,125.21,,,,
7603,123.56,102.65,,,,
7604,111.955,89.13,,,,
7605,110.3,87.855,,,,
7606,100.415,68.41,,,,
7607,97.9,56.15,,,,
7608,93.185,50.74,,,,
7609,89.73,48.215,,,,
7610,88.175,46.225,,,,
7611,91.16,45.975,,,,
7612,98.145,47.375,,,,
7613,115.79,76.45,,,,
7614,141.065,97.05,,,,
7615,169.47,112.705,,,,
7616,165.695,106.11,,,,
7617,149.12,100.8,,,,
7618,133.305,99.58,,,,
7619,123.32,99.45,,,,
7620,123.08,101.655,,,,
7621,123.985,110.285,,,,
7622,137.915,121.875,,,,
7623,144.4,123.335,,,,
7624,152.06,144.98,,,,
7625,152.45,140.635,,,,
7626,141.95,133.045,,,,
7627,119.2,119.705,,,,
7628,106.885,111.465,,,,
7629,102.945,109.525,,,,
7630,95.51,99.03,,,,
7631,93.58,95.88,,,,
7632,91.7,91.61,,,,
7633,95.855,89.985,,,,
7634,93.97,87.195,,,,
7635,94.965,89.475,,,,
7636,98.065,95.385,,,,
7637,105.135,115.535,,,,
7638,120.485,133.295,,,,
7639,129.545,142.375,,,,
7640,127.175,133.725,,,,
7641,123.45,123.02,,,,
7642,121.48,115.165,,,,
7643,123.225,106.29,,,,
7644,129.865,106.98,,,,
7645,140.355,112.325,,,,
7646,150.825,125.95,,,,
7647,153,126.2,,,,
